"Anastatoodera","zapiolai","!","Blanchard","Anastatoodera","zapiolai","","Blanchard","",""
"Lecaniobius","grandis","","De Santis","Lecaniobius","grandis","","De Santis","1950","1950"
"Lecaniobius","mexicanus","","Myartseva","Lecaniobius","mexicanus","","Myartseva","2010","2010"
"Lecaniobius","nicaraguensis","","Myartseva","Lecaniobius","nicaraguensis","","Myartseva","2010","2010"
"Lecaniobius","obscuripes","!","Blanchard","Lecaniobius","obscuripes","","Blanchard","",""
"Lecaniobius","utilis","","Compere","Lecaniobius","utilis","","Compere","1939","1939"
"Licrooides","umbilicatus","","Gibson","Licrooides","umbilicatus","","Gibson","1989","1989"
"Lutnes","biguttata","","(Girault)","Lutnes","biguttata","","(Girault)","1913","1913"
"Lutnes","biguttata","","(Girault)","Parooderelloides","biguttata","","Girault","1913","1913"
"Lutnes","ornaticornis","","Cameron","Lutnes","ornaticornis","","Cameron","1884","1884"
"Macreupelmus","apionidis","!","Risbec","Eupelmus","apionidis","","(Risbec)","","1973"
"Macreupelmus","apionidis","!","Risbec","Macreupelmus","apionidis","","Risbec","",""
"Macreupelmus","baccharidis","","Kieffer","Macreupelmus","baccharidis","","Kieffer","1910","1910"
"Macreupelmus","bekilyi","","Risbec","Macreupelmus","bekilyi","","Risbec","1952","1952"
"Macreupelmus","brasiliensis","","Ashmead","Macreupelmus","brasiliensis","","Ashmead","1896","1896"
"Macreupelmus","crassicornis","","(Cameron)","Lutnes","crassicornis","","Cameron","1884","1884"
"Macreupelmus","crassicornis","","(Cameron)","Macreupelmus","crassicornis","","(Cameron)","1884","1884"
"Macreupelmus","dromedarius","","(Cameron)","Lutnes","dromedarius","","Cameron","1884","1884"
"Macreupelmus","dromedarius","","(Cameron)","Macreupelmus","dromedarius","","(Cameron)","1884","1884"
"Macreupelmus","pulchriceps","","Cameron","Macreupelmus","pulchriceps","","Cameron","1905","1905"
"Merostenus","excavatus","","(Dalman)","Eupelminus","excavatus","","(Dalman)","1820","1820"
"Merostenus","excavatus","","(Dalman)","Eupelmus","excavatus","","Dalman","1820","1820"
"Merostenus","excavatus","","(Dalman)","Merostenus","excavatus","","(Dalman)","1820","1820"
"Merostenus","excavatus","","(Dalman)","Urocryptus","excavatus","","(Dalman)","1820","1820"
"Merostenus","ferrugineus","","Yoshimoto & Ishii","Merostenus","ferrugineus","","Yoshimoto & Ishii","1965","1965"
"Merostenus","guamensis","","Yoshimoto & Ishii","Merostenus","guamensis","","Yoshimoto & Ishii","1965","1965"
"Merostenus","monticola","!","","Merostenus","monticola","","","",""
"Merostenus","palauensis","","Yoshimoto & Ishii","Merostenus","palauensis","","Yoshimoto & Ishii","1965","1965"
"Merostenus","phedyma","","Walker","Merostenus","phedyma","","Walker","1837","1837"
"Merostenus","robustus","","(Brues)","Eupelminus","robustus","","Brues","1907","1907"
"Merostenus","subapterus","","(Ashmead)","Eupelminus","subapterus","","Ashmead","1901","1901"
"Merostenus","tarsatus","","(Waterston)","Eupelmella","tarsata","","(Waterston)","1916","1916"
"Merostenus","tarsatus","","(Waterston)","Eupelminus","tarsatus","","Waterston","1916","1916"
"Mesocomys","aegeriae","","Sheng","Mesocomys","aegeriae","","Sheng","1998","1998"
"Mesocomys","albitarsis","","(Ashmead)","Anastatus","albitarsis","","Ashmead","1904","1904"
"Mesocomys","albitarsis","","(Ashmead)","Mesocomys","albitarsis","","(Ashmead)","1904","1904"
"Mesocomys","albitarsis","","(Ashmead)","Pseudanastatus","albitarsis","","(Ashmead)","1904","1904"
"Mesocomys","atulyus","","Narendran","Mesocomys","atulyus","","Narendran","1995","1995"
"Mesocomys","breviscapis","","Yao, Yang & Zhao","Mesocomys","breviscapis","","Yao, Yang & Zhao","2009","2009"
"Mesocomys","kalinai","","™zdikmen","Mesocomys","kalinai","","™zdikmen","2011","2011"
"Mesocomys","kalinai","","™zdikmen","Mesocomys","orientalis","","(Kalina)","2011","1984"
"Mesocomys","kalinai","","™zdikmen","Semianastatus","orientalis","","Kalina","2011","1984"
"Mesocomys","menzeli","","(FerriŠre)","Anastatus","menzeli","","FerriŠre","1930","1930"
"Mesocomys","menzeli","","(FerriŠre)","Anastatus","menzeli","obscurus","FerriŠre","1930","1930"
"Mesocomys","menzeli","","(FerriŠre)","Mesocomys","menzeli","","(FerriŠre)","1930","1930"
"Mesocomys","orientalis","","FerriŠre","Mesocomys","orientalis","","FerriŠre","1935","1935"
"Mesocomys","pauliani","","FerriŠre","Mesocomys","pauliani","","FerriŠre","1951","1951"
"Mesocomys","pulchriceps","","Cameron","Mesocomys","pulchriceps","","Cameron","1905","1905"
"Mesocomys","sinensis","","Yao, Yang & Zhao","Mesocomys","sinensis","","Yao, Yang & Zhao","2009","2009"
"Mesocomys","superansi","","Yao, Yang & Zhao","Mesocomys","superansi","","Yao, Yang & Zhao","2009","2009"
"Mesocomys","trabalae","","Yao, Yang & Zhao","Mesocomys","trabalae","","Yao, Yang & Zhao","2009","2009"
"Mesocomys","vuilleti","","(Crawford)","Anastatus","vuilleti","","Crawford","1912","1912"
"Mesocomys","vuilleti","","(Crawford)","Mesocomys","vuilleti","","(Crawford)","1912","1912"
"Metapelma","albisquamulata","","Enderlein","Metapelma","albisquamulata","","Enderlein","1912","1912"
"Metapelma","albisquamulata","","Enderlein","Metapelma","speciosa","","Gahan","1912","1925"
"Metapelma","angustipes","","FerriŠre","Metapelma","angustipes","","FerriŠre","1938","1938"
"Metapelma","archetypon","","Gibson","Metapelma","archetypon","","Gibson","2009","2009"
"Metapelma","bachi","","Girault","Metapelma","bachi","","Girault","1922","1922"
"Metapelma","beijingense","","Yang","Metapelma","beijingensis","","Yang","1996","1996"
"Metapelma","berlandi","","FerriŠre","Metapelma","berlandi","","FerriŠre","1938","1938"
"Metapelma","compressipes","","Cameron","Metapelma","compressipes","","Cameron","1909","1909"
"Metapelma","cubense","","Ashmead","Metapelma","cubensis","","Ashmead","1900","1900"
"Metapelma","elegantulum","","FerriŠre","Metapelma","elegantula","","FerriŠre","1938","1938"
"Metapelma","feae","","Masi","Metapelma","feae","","Masi","1923","1923"
"Metapelma","giraulti","","FerriŠre","Metapelma","giraulti","","FerriŠre","1938","1938"
"Metapelma","gloriosum","","Westwood","Metapelma","gloriosa","","Westwood","1874","1874"
"Metapelma","gloriosum","","Westwood","Metapelma","gloriosum","","Westwood","1874","1874"
"Metapelma","goethei","","Girault","Metapelma","goethei","","Girault","1928","1928"
"Metapelma","indica","!","Girault","Metapelma","indica","","Girault","",""
"Metapelma","insigne","","(F”rster)","Halidayella","insignis","","(F”rster)","1860","1860"
"Metapelma","insigne","","(F”rster)","Halidea","insignis","","F”rster","1860","1860"
"Metapelma","insigne","","(F”rster)","Metapelma","insignis","","(F”rster)","1860","1860"
"Metapelma","kokkaricum","","Narendran & Abhilash","Metapelma","kokkaricum","","Narendran & Abhilash","2013","2013"
"Metapelma","ledouxi","","Risbec","Metapelma","ledouxi","","Risbec","1953","1953"
"Metapelma","leucoptera","","Risbec","Metapelma","leucoptera","","Risbec","1958","1958"
"Metapelma","madecassa","","FerriŠre","Metapelma","madecassa","","FerriŠre","1938","1938"
"Metapelma","mesandamana","","Mani & Kaul","Metapelma","mesandamana","","Mani & Kaul","1973","1973"
"Metapelma","mirabile","","Brues","Metapelma","mirabilis","","Brues","1906","1906"
"Metapelma","nobile","","(F”rster)","Halidayella","nobilis","","(F”rster)","1860","1860"
"Metapelma","nobile","","(F”rster)","Halidea","nobilis","","F”rster","1860","1860"
"Metapelma","nobile","","(F”rster)","Metapelma","nobile","","(F”rster)","1860","1860"
"Metapelma","nobile","","(F”rster)","Metapelma","nobilis","","(F”rster)","1860","1860"
"Metapelma","obscuratum","","Westwood","Metapelma","obscurata","","Westwood","1874","1874"
"Metapelma","obscuratum","","Westwood","Metapelma","obscuratum","","Westwood","1874","1874"
"Metapelma","pacificum","","Nikol'skaya","Metapelma","pacifica","","Nikol'skaya","1952","1952"
"Metapelma","palauense","","Yoshimoto & Ishii","Metapelma","palauensis","","Yoshimoto & Ishii","1965","1965"
"Metapelma","patrizii","","Masi","Metapelma","patrizii","","Masi","1923","1923"
"Metapelma","periyaricum","","Narendran & Mohana","Metapelma","periyaricum","","Narendran & Mohana","2013","2013"
"Metapelma","riparia","","Prinsloo","Metapelma","riparia","","Prinsloo","1985","1985"
"Metapelma","ruficauda","","FerriŠre","Metapelma","ruficauda","","FerriŠre","1938","1938"
"Metapelma","rufimanum","","Westwood","Metapelma","atrotegularis","","Gahan","1874","1925"
"Metapelma","rufimanum","","Westwood","Metapelma","rufimana","","Westwood","1874","1874"
"Metapelma","rufimanum","","Westwood","Metapelma","rufimanum","","Westwood","1874","1874"
"Metapelma","salomonis","","FerriŠre","Metapelma","salomonis","","FerriŠre","1938","1938"
"Metapelma","schwarzi","","(Ashmead)","Halidayella","schwarzi","","(Ashmead)","1890","1890"
"Metapelma","schwarzi","","(Ashmead)","Halidea","schwarzi","","Ashmead","1890","1890"
"Metapelma","schwarzi","","(Ashmead)","Metapelma","schwarzi","","(Ashmead)","1890","1890"
"Metapelma","seyrigi","","Risbec","Metapelma","seyrigi","","Risbec","1952","1952"
"Metapelma","spectabile","","Westwood","Metapelma","spectabile","","Westwood","1835","1835"
"Metapelma","spectabile","","Westwood","Metapelma","spectabilis","","Westwood","1835","1835"
"Metapelma","strychnocola","","Mani & Kaul","Metapelma","strychnocola","","Mani & Kaul","1973","1973"
"Metapelma","sylvaticum","","Risbec","Metapelma","sylvatica","","Risbec","1953","1953"
"Metapelma","taprobanae","","Westwood","Metapelma","taprobanae","","Westwood","1874","1874"
"Metapelma","tenuicrus","","Gahan","Metapelma","tenuicrus","","Gahan","1925","1925"
"Metapelma","turneri","","FerriŠre","Metapelma","turneri","","FerriŠre","1938","1938"
"Metapelma","westwoodi","","Girault","Metapelma","westwoodi","","Girault","1915","1915"
"Metapelma","zhangi","","Yang","Metapelma","zhangi","","Yang","1996","1996"
"Neanaperiallus","masneri","","Gibson","Neanaperiallus","masneri","","Gibson","2009","2009"
"Neanastatus","aeschyli","","Girault","Neanastatus","aeschyli","","Girault","1921","1921"
"Neanastatus","africanus","","FerriŠre","Neanastatus","africanus","","FerriŠre","1938","1938"
"Neanastatus","albitarsis","","(Ashmead)","Calosoter","albitarsis","","Ashmead","1904","1904"
"Neanastatus","albitarsis","","(Ashmead)","Neanastatus","albitarsis","","(Ashmead)","1904","1904"
"Neanastatus","ariostoni","","Girault","Neanastatus","ariostoni","","Girault","1922","1922"
"Neanastatus","aurifasciatus","","Girault","Neanastatus","aurifasciatus","","Girault","1915","1915"
"Neanastatus","aurivertex","","Girault","Neanastatus","aurivertex","","Girault","1915","1915"
"Neanastatus","bengalicus","","Girault","Neanastatus","bengalicus","","Narendran","2006","2006"
"Neanastatus","bilingae","","Girault","Neanastatus","bilingae","","Girault","1923","1923"
"Neanastatus","cinctiventris","","Girault","Metaplopoda","grallaria","","Masi","1913","1926"
"Neanastatus","cinctiventris","","Girault","Neanastatus","cinctiventris","","Girault","1913","1913"
"Neanastatus","cinctiventris","","Girault","Neanastatus","grallarius","","(Masi)","1913","1926"
"Neanastatus","darci","","Girault","Neanastatus","d'arci","","Girault","1933","1933"
"Neanastatus","darci","","Girault","Neanastatus","darci","","Girault","1933","1933"
"Neanastatus","desertensis","","Girault","Neanastatus","desertensis","","Girault","1915","1915"
"Neanastatus","divinus","","Girault","Neanastatus","divinus","","Girault","1922","1922"
"Neanastatus","flavimesopleurum","","Girault","Neanastatus","flavimesopleurum","","Girault","1915","1915"
"Neanastatus","flavipronotum","","Girault","Neanastatus","flavipronotum","","Girault","1915","1915"
"Neanastatus","gibsoni","","Narendran","Neanastatus","gibsoni","","Narendran","2006","2006"
"Neanastatus","gracilipes","","Risbec","Neanastatus","gracilipes","","Risbec","1952","1952"
"Neanastatus","hayati","","Narendran","Neanastatus","hayati","","Narendran","2006","2006"
"Neanastatus","inconspicuus","","Girault","Neanastatus","inconspicuus","","Girault","1915","1915"
"Neanastatus","indicus","","Shafee","Neanastatus","indicus","","Shafee","1973","1973"
"Neanastatus","longitarsis","","FerriŠre","Neanastatus","longitarsis","","FerriŠre","1938","1938"
"Neanastatus","maiwalei","","FerriŠre","Neanastatus","maiwalei","","FerriŠre","1938","1938"
"Neanastatus","maximicorpus","","Girault","Neanastatus","maximicorpus","","Girault","1915","1915"
"Neanastatus","misirensis","","Doganlar","Neanastatus","misirensis","","Doganlar","2015","2015"
"Neanastatus","novus","","Girault","Neanastatus","novus","","Girault","1920","1920"
"Neanastatus","obscuratus","","FerriŠre","Neanastatus","obscuratus","","FerriŠre","1938","1938"
"Neanastatus","occidentalis","","FerriŠre","Neanastatus","occidentalis","","FerriŠre","1938","1938"
"Neanastatus","orientalis","","Girault","Neanastatus","orientalis","","Girault","1915","1915"
"Neanastatus","oryzae","","FerriŠre","Neanastatus","oryzae","","FerriŠre","1938","1938"
"Neanastatus","parvus","","Girault","Neanastatus","parvus","","Girault","1920","1920"
"Neanastatus","philippinensis","","Girault","Neanastatus","philippinensis","","Girault","1915","1915"
"Neanastatus","proximus","","FerriŠre","Neanastatus","proximus","","FerriŠre","1938","1938"
"Neanastatus","pulchricorpus","","(Girault)","Neanastatus","pulchricorpus","","(Girault)","1914","1914"
"Neanastatus","pulchricorpus","","(Girault)","Solindenelleus","pulchricorpus","","Girault","1914","1914"
"Neanastatus","punctaticeps","","Girault","Neanastatus","punctaticeps","","Girault","1915","1915"
"Neanastatus","purpureiscutellum","","Girault","Neanastatus","purpureiscutellum","","Girault","1915","1915"
"Neanastatus","rabalaisi","","Girault","Neanastatus","rabalaisi","","Girault","1922","1922"
"Neanastatus","reksonus","","Narendran","Neanastatus","reksonus","","Narendran","1996","1996"
"Neanastatus","reymondi","","Girault","Neanastatus","reymondi","","Girault","1915","1915"
"Neanastatus","robustus","","FerriŠre","Neanastatus","robustus","","FerriŠre","1938","1938"
"Neanastatus","rufatus","","FerriŠre","Neanastatus","rufatus","","FerriŠre","1938","1938"
"Neanastatus","tenuis","","FerriŠre","Neanastatus","tenuis","","FerriŠre","1938","1938"
"Neanastatus","tenuis","","FerriŠre","Neanastatus","tenuis","bicolor","Risbec","1938","1951"
"Neanastatus","tenuis","","FerriŠre","Neanastatus","tenuis","platygasteri","Risbec","1938","1956"
"Neanastatus","trinotatus","","Girault","Neanastatus","trinotatus","","Girault","1915","1915"
"Neanastatus","trochantericus","","Gahan","Neanastatus","trochantericus","","Gahan","1919","1919"
"Neanastatus","turneri","","FerriŠre","Neanastatus","turneri","","FerriŠre","1938","1938"
"Omeganastatus","macrocercus","","Gibson","Omeganastatus","macrocercus","","Gibson","1995","1995"
"Ooderella","smithii","","Ashmead","Ooderella","smithii","","Ashmead","1896","1896"
"Oozetetes","bucheri","","De Santis","Oozetetes","bucheri","","De Santis","1970","1970"
"Oozetetes","compressicornis","","(Cameron)","Eupelmus","compressicornis","","Cameron","1884","1884"
"Oozetetes","compressicornis","","(Cameron)","Oozetetes","compressicornis","","(Cameron)","1884","1884"
"Oozetetes","gigas","","(Cameron)","Eupelmus","gigas","","Cameron","1884","1884"
"Oozetetes","gigas","","(Cameron)","Oozetetes","gigas","","(Cameron)","1884","1884"
"Oozetetes","magniclavatus","","(Ashmead)","Eupelmus","magniclavatus","","Ashmead","1904","1904"
"Oozetetes","magniclavatus","","(Ashmead)","Oozetetes","magniclavatus","","(Ashmead)","1904","1904"
"Oozetetes","nyctiboraphagus","","Gibson","Oozetetes","nyctiboraphagus","","Gibson","2004","2004"
"Oozetetes","splendens","","(Walker)","Oozetetes","splendens","","(Walker)","1862","1862"
"Oozetetes","splendens","","(Walker)","Phlebopenes","splendens","","(Walker)","1862","1862"
"Oozetetes","splendens","","(Walker)","Prionopelma","splendens","","Walker","1862","1862"
"Oozetetes","testaceicornis","","(Cameron)","Eupelmus","testaceicornis","","Cameron","1884","1884"
"Oozetetes","testaceicornis","","(Cameron)","Oozetetes","testaceicornis","","(Cameron)","1884","1884"
"Paraeusandalum","chilense","","Gibson","Paraeusandalum","chilense","","Gibson","1989","1989"
"Paranastatus","egregius","","Masi","Paranastatus","egregius","","Masi","1917","1917"
"Paranastatus","nigriscutellatus","","Eady","Paranastatus","nigriscutellatus","","Eady","1956","1956"
"Paranastatus","verticalis","","Eady","Paranastatus","verticalis","","Eady","1956","1956"
"Paranastatus","violaceus","","Masi","Paranastatus","violaceus","","Masi","1917","1917"
"Peleumus","ferrierei","!","Yasumatsu","Peleumus","ferrierei","","Yasumatsu","",""
"Pentacladia","coerulescens","","(F”rster)","Charitolophus","caerulescens","","Dalla Torre","1878","1898"
"Pentacladia","coerulescens","","(F”rster)","Charitolophus","coerulescens","","F”rster","1878","1878"
"Pentacladia","elegans","","Westwood","Chirolophus","halidayi","","Walker","1835","1873"
"Pentacladia","elegans","","Westwood","Chirolophus","incertus","","Masi","1835","1923"
"Pentacladia","elegans","","Westwood","Pentacladia","elegans","","Westwood","1835","1835"
"Pentacladia","elegans","","Westwood","Pentacladia","elegans","elegans","Westwood","1835","1835"
"Pentacladia","elegans","","Westwood","Pentacladia","elegans","insularis","Delvare","1835","2001"
"Pentacladia","elegans","","Westwood","Pentacladia","halidayi","","(Walker)","1835","1873"
"Pentacladia","elegans","","Westwood","Pentacladia","incertus","","(Masi)","1835","1923"
"Pentacladia","eques","","(Haliday)","Chirolophus","eques","","Haliday","1862","1862"
"Pentacladia","eques","","(Haliday)","Pentacladia","eques","","(Haliday)","1862","1862"
"Pentacladia","eques","","(Haliday)","Pentacladia","eques","eques","(Haliday)","1862","1862"
"Pentacladia","eques","","(Haliday)","Pentacladia","eques","mauritanica","Delvare","1862","2001"
"Pentacladia","hatayensis","","Doganlar","Pentacladia","hatayensis","","Doganlar","2003","2003"
"Pentacladia","mateui","","Delvare","Pentacladia","mateui","","Delvare","2001","2001"
"Pentacladia","matilei","","Delvare","Pentacladia","matilei","","Delvare","2001","2001"
"Pentacladia","seyrigi","","(Risbec)","Chirolophus","seyrigi","","(Risbec)","1952","1952"
"Pentacladia","seyrigi","","(Risbec)","Oodera","seyrigi","","Risbec","1952","1952"
"Pentacladia","seyrigi","","(Risbec)","Ooderella","seyrigi","","(Risbec)","1952","1952"
"Pentacladia","seyrigi","","(Risbec)","Pentacladia","seyrigi","","(Risbec)","1952","1952"
"Phenaceupelmus","chilensis","","Gibson","Phenaceupelmus","chilensis","","Gibson","1995","1995"
"Phlebopenes","abdominalis","","Ashmead","Phlebopenes","abdominalis","","Ashmead","1904","1904"
"Phlebopenes","albopilosellus","","Cameron","Phlebopenes","albopilosellus","","Cameron","1913","1913"
"Phlebopenes","autazensis","","Roman","Phlebopenes","autazensis","","Roman","1920","1920"
"Phlebopenes","basilica","","(Marshall)","Phlebopenes","basilica","","(Marshall)","1892","1892"
"Phlebopenes","basilica","","(Marshall)","Prionopelma","basilica","","Marshall","1892","1892"
"Phlebopenes","consors","","(Walker)","Phlebopenes","consors","","(Walker)","1862","1862"
"Phlebopenes","consors","","(Walker)","Prionopelma","consors","","Walker","1862","1862"
"Phlebopenes","longicaudata","","(Westwood)","Phlebopenes","longicaudata","","(Westwood)","1874","1874"
"Phlebopenes","longicaudata","","(Westwood)","Prionopelma","longicaudata","","Westwood","1874","1874"
"Phlebopenes","longicollis","","(Westwood)","Phlebopenes","longicollis","","(Westwood)","1874","1874"
"Phlebopenes","longicollis","","(Westwood)","Prionopelma","longicollis","","Westwood","1874","1874"
"Phlebopenes","longifica","","(Walker)","Phlebopenes","longifica","","(Walker)","1872","1872"
"Phlebopenes","longifica","","(Walker)","Prionopelma","longifica","","Walker","1872","1872"
"Phlebopenes","ogloblini","","De Santis","Phlebopenes","ogloblini","","De Santis","1970","1970"
"Phlebopenes","pertyi","","Ashmead","Phlebopenes","pertyi","","Ashmead","1904","1904"
"Phlebopenes","pilipes","","(Cameron)","Phlebopenes","pilipes","","(Cameron)","1884","1884"
"Phlebopenes","pilipes","","(Cameron)","Prionopelma","pilipes","","Cameron","1884","1884"
"Phlebopenes","purpurea","","(Walker)","Phlebopenes","purpurea","","(Walker)","1862","1862"
"Phlebopenes","purpurea","","(Walker)","Prionopelma","purpurea","","Walker","1862","1862"
"Phlebopenes","splendidus","","Perty","Phlebopenes","splendidus","","Perty","1833","1833"
"Phlebopenes","viridis","","(Westwood)","Ooderoidea","purpurea","","Girault","1835","1911"
"Phlebopenes","viridis","","(Westwood)","Phlebopenes","viridis","","(Westwood)","1835","1835"
"Phlebopenes","viridis","","(Westwood)","Prionopelma","viridis","","Westwood","1835","1835"
"Propelma","rohdendorfi","","(Trjapitzin)","Propelma","rohdendorfi","","Trjapitzin","1963","1963"
"Pseudocalosoter","haywardi","!","Blanchard","Pseudocalosoter","haywardi","","Blanchard","",""
"Psomizopelma","brachypterum","","Gibson","Psomizopelma","brachypterum","","Gibson","1995","1995"
"Reikosiella","andriescui","","Fusu","Reikosiella","andriescui","","Fusu","2013","2013"
"Reikosiella","arboris","","(Girault)","Reikosiella","arboris","","(Girault)","1921","1921"
"Reikosiella","arboris","","(Girault)","Tineobius","arboris","","Girault","1921","1921"
"Reikosiella","bigutta","","(Girault)","Eupelmus","2-guttus","","Girault","1917","1917"
"Reikosiella","bigutta","","(Girault)","Eupelmus","biguttus","","Girault","1917","1917"
"Reikosiella","bigutta","","(Girault)","Eupelmus","duoguttus","","Girault","1917","1917"
"Reikosiella","bilongifasciata","","(Girault)","Cerambycobius","bilongifasciatus","","Girault","1923","1923"
"Reikosiella","bilongifasciata","","(Girault)","Hirticauda","bilongifasciata","","(Girault)","1923","1923"
"Reikosiella","bolivari","","(Kalina)","Eupelmus","bolivari","","Kalina","1988","1988"
"Reikosiella","bolivari","","(Kalina)","Reikosiella","bolivari","","(Kalina)","1988","1988"
"Reikosiella","charitopoides","","(Girault)","Eupelmus","charitopoides","","Girault","1916","1916"
"Reikosiella","charitopoides","","(Girault)","Reikosiella","charitopoides","","(Girault)","1916","1916"
"Reikosiella","clauda","","(Girault)","Eupelmus","claudus","","Girault","1915","1915"
"Reikosiella","clauda","","(Girault)","Reikosiella","clauda","","(Girault)","1915","1915"
"Reikosiella","compressicauda","","(Girault)","Eupelmus","compressicauda","","Girault","1915","1915"
"Reikosiella","compressicauda","","(Girault)","Hirticauda","compressicauda","","(Girault)","1915","1915"
"Reikosiella","cornuta","","Fusu","Reikosiella","cornuta","","Fusu","2013","2013"
"Reikosiella","crisagatra","","Narendran","Reikosiella","crisagatra","","Narendran","1996","1996"
"Reikosiella","gibsoni","","(Anil & Narendran)","Hirticauda","gibsoni","","Anil & Narendran","1991","1991"
"Reikosiella","gibsoni","","(Anil & Narendran)","Reikosiella","gibsoni","","(Anil & Narendran)","1991","1991"
"Reikosiella","gordoni","","Fusu","Reikosiella","gordoni","","Fusu","2013","2013"
"Reikosiella","graeca","","Fusu","Reikosiella","graeca","","Fusu","2013","2013"
"Reikosiella","guttata","","Gibson","Reikosiella","guttata","","Gibson","1995","1995"
"Reikosiella","hungarica","","(Erd”s)","Eupelmus","hungaricus","","Erd”s","1959","1959"
"Reikosiella","hungarica","","(Erd”s)","Reikosiella","hungarica","","(Erd”s)","1959","1959"
"Reikosiella","hungarica","","(Erd”s)","Reikosiella","hungaricus","","(Erd”s)","1959","1959"
"Reikosiella","insularis","","(Girault)","Anastatus","insularis","","Girault","1915","1915"
"Reikosiella","insularis","","(Girault)","Reikosiella","insularis","","(Girault)","1915","1915"
"Reikosiella","koreana","","Fusu","Reikosiella","koreana","","Fusu","2013","2013"
"Reikosiella","luxa","","Narendran","Reikosiella","luxa","","Narendran","1996","1996"
"Reikosiella","marxi","","(Girault)","Eupelmus","marxi","","Girault","1932","1932"
"Reikosiella","marxi","","(Girault)","Reikosiella","marxi","","(Girault)","1932","1932"
"Reikosiella","marylandica","","(Girault)","Eupelmus","marylandicus","","Girault","1916","1916"
"Reikosiella","marylandica","","(Girault)","Reikosiella","marylandica","","(Girault)","1916","1916"
"Reikosiella","melina","","Yoshimoto","Reikosiella","melina","","Yoshimoto","1969","1969"
"Reikosiella","muironi","","(Girault)","Eupelmus","muironi","","Girault","1925","1925"
"Reikosiella","muironi","","(Girault)","Hirticauda","muironi","","(Girault)","1925","1925"
"Reikosiella","muramura","","(Girault)","Eupelmus","muramura","","Girault","1921","1921"
"Reikosiella","muramura","","(Girault)","Hirticauda","muramura","","(Girault)","1921","1921"
"Reikosiella","napoleoni","","(Girault)","Eupelmus","napoleoni","","Girault","1923","1923"
"Reikosiella","napoleoni","","(Girault)","Reikosiella","napoleoni","","(Girault)","1923","1923"
"Reikosiella","nonaericeps","","(Girault)","Eupelmus","nonaericeps","","Girault","1923","1923"
"Reikosiella","nonaericeps","","(Girault)","Reikosiella","nonaericeps","","(Girault)","1923","1923"
"Reikosiella","pachyscapha","","(Girault)","Eupelmus","pachyscapha","","Girault","1915","1915"
"Reikosiella","pachyscapha","","(Girault)","Hirticauda","pachyscapha","","(Girault)","1915","1915"
"Reikosiella","pasteuri","","(Girault)","Anastatus","pasteuri","","Girault","1915","1915"
"Reikosiella","pasteuri","","(Girault)","Reikosiella","pasteuri","","(Girault)","1915","1915"
"Reikosiella","pax","","(Girault)","Cerambycobius","glabrivertex","","Girault","1913","1926"
"Reikosiella","pax","","(Girault)","Cerambycobius","pax","","Girault","1913","1913"
"Reikosiella","pax","","(Girault)","Eupelmus","io","","Girault","1913","1922"
"Reikosiella","pax","","(Girault)","Hirticauda","pax","","(Girault)","1913","1913"
"Reikosiella","pax","","(Girault)","Reikosiella","pax","","(Girault)","1913","1913"
"Reikosiella","puella","","(Girault)","Finlayia","puella","","Girault","1934","1934"
"Reikosiella","puella","","(Girault)","Hirticauda","puella","","(Girault)","1934","1934"
"Reikosiella","quilonica","","(Narendran)","Australoodera","quilonica","","Narendran","1996","1996"
"Reikosiella","quilonica","","(Narendran)","Reikosiella","quilonica","","(Narendran)","1996","1996"
"Reikosiella","rostrata","","(Ruschka)","Eupelmus","rostratus","","Ruschka","1921","1921"
"Reikosiella","rostrata","","(Ruschka)","Reikosiella","rostrata","","(Ruschka)","1921","1921"
"Reikosiella","silvarum","","(Girault)","Eupelmus","silvarum","","Girault","1923","1923"
"Reikosiella","silvarum","","(Girault)","Reikosiella","silvarum","","(Girault)","1923","1923"
"Reikosiella","tricolor","","(Girault)","Anastatus","tricolor","","Girault","1915","1915"
"Reikosiella","tricolor","","(Girault)","Eupelmus","tricolor","","(Girault)","1915","1915"
"Reikosiella","tricolor","","(Girault)","Reikosiella","tricolor","","(Girault)","1915","1915"
"Reikosiella","tripotinorum","","Fusu","Reikosiella","tripotinorum","","Fusu","2013","2013"
"Reikosiella","tsaratananae","","(Risbec)","Idoleupelmus","tsaratananae","","Risbec","1952","1952"
"Reikosiella","tsaratananae","","(Risbec)","Reikosiella","tsaratananae","","(Risbec)","1952","1952"
"Reikosiella","vanharteni","","Fusu","Reikosiella","vanharteni","","Fusu","2013","2013"
"Rhinoeupelmus","fuscipennis","","(Ashmead)","Brasema","fuscipennis","","Ashmead","1904","1904"
"Rhinoeupelmus","fuscipennis","","(Ashmead)","Rhinoeupelmus","fuscipennis","","(Ashmead)","1904","1904"
"Tanythorax","spinosus","","Gibson","Tanythorax","spinosus","","Gibson","1989","1989"
"Taphronotus","aglaosus","","Gibson","Taphronotus","aglaosus","","Gibson","1995","1995"
"Tineobiopsis","mexicana","","Gibson","Tineobiopsis","mexicanus","","Gibson","1995","1995"
"Tineobius","adamsi","","(Yoshimoto & Ishii)","Anastatus","adamsi","","Yoshimoto & Ishii","1965","1965"
"Tineobius","adamsi","","(Yoshimoto & Ishii)","Tineobius","adamsi","","(Yoshimoto & Ishii)","1965","1965"
"Tineobius","afra","","(FerriŠre)","Anastatoidea","afra","","FerriŠre","1938","1938"
